"Status","Year","Age","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Asian","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Delivery","Heterosexual / straight","335","[c]","26740","27100"
"Leaver Dept.","2022","20-29","Asian","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Other","Heterosexual / straight","30","[c]","28060","27780"
"Leaver Dept.","2022","20-29","Asian","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Policy","Heterosexual / straight","75","[c]","34680","33570"
"Leaver Dept.","2022","20-29","Asian","Policy","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Policy","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Science and Engineering","Heterosexual / straight","70","[c]","30800","30460"
"Leaver Dept.","2022","20-29","Asian","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Unknown","Heterosexual / straight","55","[c]","36450","34550"
"Leaver Dept.","2022","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Delivery","Heterosexual / straight","140","[c]","28800","27570"
"Leaver Dept.","2022","20-29","Black","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Policy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Science and Engineering","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Black","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Mixed","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
