"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","Male","75","[c]","28490","27680"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Driver and Vehicle Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education and Skills Funding Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Education Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Estyn","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Estyn","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","FCDO Services","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Forestry and Land Scotland","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Internal Audit Agency","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Legal Department","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Property Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Health and Safety Executive","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Operational Delivery","Female","150","[c]","22330","20970"
"Leaver CS","2022","65+","HM Courts and Tribunals Service","Operational Delivery","Male","95","[c]","22790","20400"
"Leaver CS","2022","65+","HM Land Registry","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Land Registry","Operational Delivery","Female","30","[c]","29130","27130"
"Leaver CS","2022","65+","HM Land Registry","Operational Delivery","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Operational Delivery","Female","195","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Operational Delivery","Male","265","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Psychology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Prison and Probation Service","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Tax","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Unknown","Female","335","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Revenue and Customs (excl. agencies)","Unknown","Male","285","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","HM Treasury (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Operational Delivery","Female","105","[c]","24880","25220"
"Leaver CS","2022","65+","Home Office","Operational Delivery","Male","90","[c]","28020","27370"
"Leaver CS","2022","65+","Home Office","Other","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Other","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Home Office","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Institute for Apprenticeships and Technical Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Intellectual Property Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal Aid Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Maritime and Coastguard Agency","Operational Delivery","Male","5","[c]","[c]","[c]"
