"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Ministry of Defence (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","Ministry of Defence (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Human Resources","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Government Internal Audit Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Internal Audit","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Prosecution Service","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Crown Prosecution Service","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Government Legal Department","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Legal","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Animal and Plant Health Agency","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Companies House","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Crown Office and Procurator Fiscal Service","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Crown Office and Procurator Fiscal Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Defence Equipment and Support","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Defence Equipment and Support","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Defence Science and Technology Laboratory","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Education (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Transport (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department for Work and Pensions (excl. agencies)","Female","655","[c]","25300","26120"
"Leaver CS","2022","65+","No function","Department for Work and Pensions (excl. agencies)","Male","285","[c]","25190","25340"
"Leaver CS","2022","65+","No function","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Driver and Vehicle Licensing Agency","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Driver and Vehicle Licensing Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Driver and Vehicle Standards Agency","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Driver and Vehicle Standards Agency","Male","80","[c]","28600","27680"
"Leaver CS","2022","65+","No function","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Food Standards Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Health and Safety Executive","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Courts and Tribunals Service","Female","150","[c]","22330","20970"
"Leaver CS","2022","65+","No function","HM Courts and Tribunals Service","Male","95","[c]","22790","20400"
"Leaver CS","2022","65+","No function","HM Land Registry","Female","30","[c]","29130","27130"
"Leaver CS","2022","65+","No function","HM Land Registry","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Prison and Probation Service","Female","250","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Prison and Probation Service","Male","305","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Revenue and Customs (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Revenue and Customs (excl. agencies)","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Legal Aid Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Maritime and Coastguard Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Maritime and Coastguard Agency","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Medicines and Healthcare Products Regulatory Agency","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Medicines and Healthcare Products Regulatory Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Ministry of Justice (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Ministry of Justice (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Crime Agency","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of the Public Guardian","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Planning Inspectorate","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Public Health England","Female","45","[c]","43300","37300"
"Leaver CS","2022","65+","No function","Public Health England","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Scottish Courts and Tribunals Service","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Scottish Courts and Tribunals Service","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Scottish Prison Service","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","The Insolvency Service","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Health Security Agency","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Health Security Agency","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Statistics Authority","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","UK Statistics Authority","Male","40","[c]","20760","20100"
"Leaver CS","2022","65+","No function","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","No function","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Defence Equipment and Support","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Defence Equipment and Support","Male","55","[c]","33770","33620"
"Leaver CS","2022","65+","Project Delivery","Defence Science and Technology Laboratory","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Work and Pensions (excl. agencies)","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Department for Work and Pensions (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Project Delivery","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
