"Status","Year","Age","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Declared disabled","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","AA/AO","80","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Communications","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Counter Fraud","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Counter Fraud","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Digital, Data and Technology","G6/G7","45","[c]","59500","57460"
"Leaver CS","2022","50-59","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Digital, Data and Technology","SEO/HEO","50","[c]","41370","40550"
"Leaver CS","2022","50-59","Declared non-disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","SEO/HEO","40","[c]","39370","39100"
"Leaver CS","2022","50-59","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Human Resources","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Human Resources","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Inspector of Education and Training","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Inspector of Education and Training","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Knowledge and Information Management","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Knowledge and Information Management","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Knowledge and Information Management","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Knowledge and Information Management","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Legal","G6/G7","45","[c]","61600","60320"
"Leaver CS","2022","50-59","Declared non-disabled","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Legal","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Medicine","SCS level","30","[c]","101510","101430"
"Leaver CS","2022","50-59","Declared non-disabled","Medicine","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Delivery","AA/AO","980","[c]","21200","21260"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Delivery","EO","945","[c]","27890","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Delivery","G6/G7","180","[c]","58880","57220"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Delivery","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Delivery","SEO/HEO","325","[c]","37100","36080"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Delivery","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Other","AA/AO","140","[c]","21010","21010"
"Leaver CS","2022","50-59","Declared non-disabled","Other","EO","80","[c]","27570","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Other","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Other","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Other","SEO/HEO","65","[c]","35050","34320"
"Leaver CS","2022","50-59","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Policy","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Policy","G6/G7","55","[c]","60430","59730"
"Leaver CS","2022","50-59","Declared non-disabled","Policy","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","G6/G7","30","[c]","56630","54050"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","SEO/HEO","45","[c]","37390","38070"
"Leaver CS","2022","50-59","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Property","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Property","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Property","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Property","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Science and Engineering","G6/G7","60","[c]","56950","53540"
"Leaver CS","2022","50-59","Declared non-disabled","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Science and Engineering","SEO/HEO","85","[c]","40080","40060"
"Leaver CS","2022","50-59","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Security","AA/AO","70","[c]","30400","27340"
"Leaver CS","2022","50-59","Declared non-disabled","Security","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Security","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","AA/AO","315","[c]","22170","21260"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","EO","200","[c]","28380","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","G6/G7","105","[c]","65860","64500"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","SEO/HEO","170","[c]","39790","38470"
"Leaver CS","2022","50-59","Declared non-disabled","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","AA/AO","150","[c]","21070","21010"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","EO","70","[c]","28290","27570"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Other","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Other","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Other","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Science and Engineering","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Communications","G6/G7","5","[c]","[c]","[c]"
