"Status","Year","Age","Organisation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","Wales","135","95","24330","21260"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Midlands (England)","180","130","25290","27570"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","Yorkshire and The Humber","125","85","24940","25300"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","East Midlands (England)","10","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","East of England","5","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","London","10","10","30700","31090"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","North East (England)","20","15","22490","21260"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","North West (England)","20","10","23070","21260"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","Scotland","15","10","25180","27570"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","South East (England)","10","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","South West (England)","15","10","24110","22410"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","Unknown","10","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","Wales","5","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","West Midlands (England)","30","20","23010","21260"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Other","Yorkshire and The Humber","25","20","23050","21260"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Policy","London","15","10","47010","42480"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","London","15","10","27080","25110"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","North West (England)","10","10","27860","26120"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","South East (England)","10","5","23170","21260"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Policy","London","5","5","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Department of Health and Social Care (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Disclosure Scotland","Unknown","Scotland","5","5","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Wales","5","5","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Operational Delivery","Wales","130","80","20400","20310"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Policy","Wales","5","5","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Licensing Agency","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","East Midlands (England)","20","15","27460","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","East of England","25","20","27860","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","London","20","15","31740","30780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","North East (England)","15","10","25610","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","North West (England)","35","25","27220","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","Scotland","25","20","27700","26780"
"In post","2022","65+","Driver and Vehicle Standards Agency","Operational Delivery","South East (England)","35","30","28050","26830"
