"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Cabinet Office","Unknown","40","[c]","55070","43890"
"Leaver CS","2022","50-59","Declared non-disabled","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Charity Commission","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Charity Commission","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Policy","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Policy","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Operational Delivery","40","[c]","28620","26180"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Policy","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Operational Delivery","75","[c]","27950","26470"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Policy","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Transport","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Counter Fraud","40","[c]","27130","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Digital, Data and Technology","40","[c]","48170","44680"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Finance","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Operational Delivery","970","[c]","27100","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Other","65","[c]","28800","27570"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Project Delivery","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Security","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Declared non-disabled","Department for Work and Pensions","Unknown","115","[c]","28110","27570"
