"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Outside London","SEO/HEO","25","[c]","36300","37910"
"Leaver Dept.","2022","Food Standards Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","115","[c]","56220","55540"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","145","[c]","38190","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","20","[c]","52740","51960"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","35","[c]","37030","36210"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","EO","25","[c]","27430","27350"
"Leaver Dept.","2022","Government Legal Department","London","G6/G7","50","[c]","58690","52650"
"Leaver Dept.","2022","Government Legal Department","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","London","SEO/HEO","15","[c]","33670","31670"
"Leaver Dept.","2022","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Outside London","AA/AO","10","[c]","20640","20480"
"Leaver Dept.","2022","Health and Safety Executive","Outside London","EO","10","[c]","26950","26410"
"Leaver Dept.","2022","Health and Safety Executive","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Outside London","SEO/HEO","30","[c]","41130","41200"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","AA/AO","70","[c]","22550","22680"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","EO","35","[c]","27450","28310"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","G6/G7","10","[c]","59500","59210"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","London","SEO/HEO","50","[c]","34790","34260"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","AA/AO","230","[c]","20280","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","EO","65","[c]","24190","25120"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","SEO/HEO","55","[c]","34510","35340"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","SEO/HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","AA/AO","180","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","SEO/HEO","95","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Outside London","Unknown","95","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","550","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","EO","235","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","220","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","G6/G7","60","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","London","SEO/HEO","85","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","London","AA/AO","25","[c]","25260","25630"
"Leaver Dept.","2022","Home Office","London","EO","145","[c]","29260","28670"
"Leaver Dept.","2022","Home Office","London","G6/G7","170","[c]","61620","57740"
"Leaver Dept.","2022","Home Office","London","SCS level","20","[c]","97200","93210"
"Leaver Dept.","2022","Home Office","London","SEO/HEO","310","[c]","38810","38100"
"Leaver Dept.","2022","Home Office","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Outside London","AA/AO","145","[c]","21520","21680"
"Leaver Dept.","2022","Home Office","Outside London","EO","390","[c]","25310","24890"
"Leaver Dept.","2022","Home Office","Outside London","G6/G7","35","[c]","58860","57740"
"Leaver Dept.","2022","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Outside London","SEO/HEO","135","[c]","33680","31040"
"Leaver Dept.","2022","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","G6/G7","10","[c]","61960","60190"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Outside London","AA/AO","15","[c]","20360","20370"
"Leaver Dept.","2022","Legal Aid Agency","Outside London","EO","15","[c]","24420","25120"
"Leaver Dept.","2022","Legal Aid Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Outside London","SEO/HEO","10","[c]","31780","30990"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Outside London","AA/AO","20","[c]","23770","21840"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Outside London","EO","10","[c]","27050","26470"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Outside London","SEO/HEO","15","[c]","36690","38690"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","15","[c]","36160","33940"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","EO","30","[c]","30280","30750"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","G6/G7","25","[c]","62430","59730"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","SCS level","15","[c]","90670","86120"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","London","SEO/HEO","100","[c]","41520","41070"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","AA/AO","120","[c]","21740","21170"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","EO","75","[c]","27320","26670"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","G6/G7","35","[c]","60840","62720"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","155","[c]","38380","40000"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
