"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Food Standards Agency","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","145","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Legal","Female","30","[c]","59800","52420"
"Leaver Dept.","2022","Government Legal Department","Legal","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Other","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Other","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Operational Delivery","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Science and Engineering","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Operational Delivery","Female","350","[c]","26940","22680"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Operational Delivery","Male","185","[c]","25700","21490"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Operational Delivery","Female","235","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Operational Delivery","Male","155","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Psychology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Unknown","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
