"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","SEO/HEO","25","[c]","35120","34260"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","EO","15","[c]","26930","26000"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","G6/G7","55","[c]","55310","53760"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","SEO/HEO","70","[c]","36510","36780"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","40","[c]","55860","53130"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","45","[c]","36530","36340"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","G6/G7","35","[c]","56740","54760"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","SEO/HEO","45","[c]","38390","36880"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","AA/AO","145","[c]","21340","21260"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","EO","555","[c]","28150","27570"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","G6/G7","25","[c]","57200","54070"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","SEO/HEO","125","[c]","34810","31990"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","G6/G7","120","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","SEO/HEO","120","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Licensing Agency","AA/AO","25","[c]","21440","21840"
"Leaver Dept.","2022","30-39","Driver and Vehicle Licensing Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Licensing Agency","SEO/HEO","20","[c]","35600","34010"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","EO","20","[c]","27760","26470"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","SEO/HEO","15","[c]","34970","33270"
"Leaver Dept.","2022","30-39","Education and Skills Funding Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Education and Skills Funding Agency","SEO/HEO","15","[c]","34720","36500"
"Leaver Dept.","2022","30-39","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","FCDO Services","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","SEO/HEO","15","[c]","37860","40350"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","75","[c]","51820","52550"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","80","[c]","37620","38500"
"Leaver Dept.","2022","30-39","Forestry and Land Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Legal Department","G6/G7","25","[c]","55950","51830"
"Leaver Dept.","2022","30-39","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","SEO/HEO","10","[c]","38860","40190"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","AA/AO","60","[c]","20970","20970"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","EO","20","[c]","24990","24780"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","SEO/HEO","30","[c]","34860","35310"
"Leaver Dept.","2022","30-39","HM Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Crown Prosecution Service Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Prison and Probation Service","AA/AO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Prison and Probation Service","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Prison and Probation Service","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Prison and Probation Service","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Prison and Probation Service","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","AA/AO","145","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","EO","85","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","G6/G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","SEO/HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Treasury (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Treasury (excl. agencies)","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Treasury (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Treasury (excl. agencies)","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","AA/AO","55","[c]","22510","21680"
"Leaver Dept.","2022","30-39","Home Office","EO","200","[c]","25940","25040"
"Leaver Dept.","2022","30-39","Home Office","G6/G7","85","[c]","61020","57680"
"Leaver Dept.","2022","30-39","Home Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Home Office","SEO/HEO","155","[c]","37800","37530"
"Leaver Dept.","2022","30-39","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Maritime and Coastguard Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","AA/AO","35","[c]","21780","21170"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","EO","25","[c]","28000","26670"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","G6/G7","20","[c]","59070","58550"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Defence (excl. agencies)","SEO/HEO","95","[c]","40410","40580"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","EO","15","[c]","26710","26410"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","G6/G7","30","[c]","57120","54860"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","SEO/HEO","95","[c]","36790","36800"
"Leaver Dept.","2022","30-39","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","EO","10","[c]","34070","33450"
"Leaver Dept.","2022","30-39","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Crime Agency","SEO/HEO","20","[c]","42850","43670"
"Leaver Dept.","2022","30-39","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office for Standards in Education, Children's Services and Skills","SEO/HEO","15","[c]","38310","39850"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","G6/G7","15","[c]","51970","51670"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","AA/AO","25","[c]","20620","20970"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","EO","20","[c]","23360","23210"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Public Guardian","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Planning Inspectorate","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Public Health England","AA/AO","155","[c]","21580","21820"
"Leaver Dept.","2022","30-39","Public Health England","EO","180","[c]","25660","25260"
"Leaver Dept.","2022","30-39","Public Health England","G6/G7","340","[c]","56270","52610"
"Leaver Dept.","2022","30-39","Public Health England","SCS level","35","[c]","90620","90950"
"Leaver Dept.","2022","30-39","Public Health England","SEO/HEO","810","[c]","35930","36330"
"Leaver Dept.","2022","30-39","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scottish Government (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
