"Status","Year","Age","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Foreign, Commonwealth and Development Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Land Registry","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Land Registry","EO","20","[c]","27520","27130"
"Leaver CS","2022","60-64","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Land Registry","HEO","20","[c]","34060","33840"
"Leaver CS","2022","60-64","HM Land Registry","SEO","10","[c]","41200","40860"
"Leaver CS","2022","60-64","HM Revenue and Customs","AA","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Revenue and Customs","AO","370","[c]","22280","22080"
"Leaver CS","2022","60-64","HM Revenue and Customs","EO","220","[c]","28330","28920"
"Leaver CS","2022","60-64","HM Revenue and Customs","G6","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Revenue and Customs","G7","75","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Revenue and Customs","HEO","200","[c]","35270","35980"
"Leaver CS","2022","60-64","HM Revenue and Customs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Revenue and Customs","SEO","100","[c]","44480","44850"
"Leaver CS","2022","60-64","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","HM Treasury","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Home Office","AA","20","[c]","19550","18240"
"Leaver CS","2022","60-64","Home Office","AO","70","[c]","22630","21680"
"Leaver CS","2022","60-64","Home Office","EO","145","[c]","28760","27370"
"Leaver CS","2022","60-64","Home Office","G6","15","[c]","70780","70530"
"Leaver CS","2022","60-64","Home Office","G7","20","[c]","57760","57460"
"Leaver CS","2022","60-64","Home Office","HEO","55","[c]","34560","34360"
"Leaver CS","2022","60-64","Home Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Home Office","SEO","30","[c]","43180","42700"
"Leaver CS","2022","60-64","Ministry of Defence","AA","100","[c]","19790","19550"
"Leaver CS","2022","60-64","Ministry of Defence","AO","250","[c]","25470","21830"
"Leaver CS","2022","60-64","Ministry of Defence","EO","180","[c]","28810","26930"
"Leaver CS","2022","60-64","Ministry of Defence","G6","30","[c]","71870","68380"
"Leaver CS","2022","60-64","Ministry of Defence","G7","75","[c]","55900","54540"
"Leaver CS","2022","60-64","Ministry of Defence","HEO","170","[c]","35820","34800"
"Leaver CS","2022","60-64","Ministry of Defence","SCS level","10","[c]","112220","93710"
"Leaver CS","2022","60-64","Ministry of Defence","SEO","145","[c]","43910","42170"
"Leaver CS","2022","60-64","Ministry of Defence","Unknown","70","[c]","44760","41490"
"Leaver CS","2022","60-64","Ministry of Justice","AA","145","[c]","18610","19170"
"Leaver CS","2022","60-64","Ministry of Justice","AO","325","[c]","20970","20970"
"Leaver CS","2022","60-64","Ministry of Justice","EO","95","[c]","26380","25480"
"Leaver CS","2022","60-64","Ministry of Justice","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice","G7","20","[c]","62200","60250"
"Leaver CS","2022","60-64","Ministry of Justice","HEO","60","[c]","33790","33830"
"Leaver CS","2022","60-64","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Ministry of Justice","SEO","60","[c]","44800","44040"
"Leaver CS","2022","60-64","Ministry of Justice","Unknown","215","[c]","31400","31150"
"Leaver CS","2022","60-64","National Crime Agency","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","EO","20","[c]","35580","36410"
"Leaver CS","2022","60-64","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","HEO","20","[c]","44680","44000"
"Leaver CS","2022","60-64","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","National Crime Agency","SEO","10","[c]","48750","48760"
"Leaver CS","2022","60-64","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","G7","10","[c]","72020","75500"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office for Standards in Education, Children's Services and Skills","SEO","15","[c]","50390","51360"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Scottish Government","AA","30","[c]","21950","21640"
"Leaver CS","2022","60-64","Scottish Government","AO","50","[c]","25240","25120"
"Leaver CS","2022","60-64","Scottish Government","EO","65","[c]","33000","35000"
"Leaver CS","2022","60-64","Scottish Government","G6","30","[c]","74330","75340"
"Leaver CS","2022","60-64","Scottish Government","G7","25","[c]","60400","62170"
"Leaver CS","2022","60-64","Scottish Government","HEO","40","[c]","37170","36130"
"Leaver CS","2022","60-64","Scottish Government","SCS level","10","[c]","95660","81220"
"Leaver CS","2022","60-64","Scottish Government","SEO","50","[c]","47340","47490"
"Leaver CS","2022","60-64","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Export Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","AA","10","[c]","19050","19090"
"Leaver CS","2022","60-64","UK Statistics Authority","AO","25","[c]","20030","19860"
"Leaver CS","2022","60-64","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","G7","10","[c]","62580","61440"
"Leaver CS","2022","60-64","Welsh Government","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Welsh Government","SEO","15","[c]","46550","47000"
"Leaver CS","2022","65+","Attorney General's Departments","AO","15","[c]","23050","23550"
"Leaver CS","2022","65+","Attorney General's Departments","EO","10","[c]","28430","28430"
"Leaver CS","2022","65+","Attorney General's Departments","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Attorney General's Departments","G7","15","[c]","59380","61610"
"Leaver CS","2022","65+","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","AO","20","[c]","22280","22740"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","EO","15","[c]","28020","26980"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","G7","10","[c]","57980","57670"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","HEO","15","[c]","34600","34460"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","AO","20","[c]","21590","21300"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","EO","10","[c]","26170","25830"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Environment, Food and Rural Affairs","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","G6","15","[c]","70170","71610"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport","AA","15","[c]","18680","18310"
"Leaver CS","2022","65+","Department for Transport","AO","50","[c]","23200","21840"
"Leaver CS","2022","65+","Department for Transport","EO","75","[c]","28480","26780"
"Leaver CS","2022","65+","Department for Transport","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Transport","HEO","10","[c]","34450","33350"
"Leaver CS","2022","65+","Department for Transport","SEO","10","[c]","45960","46620"
"Leaver CS","2022","65+","Department for Work and Pensions","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions","AO","550","[c]","21210","21260"
"Leaver CS","2022","65+","Department for Work and Pensions","EO","535","[c]","27900","27570"
"Leaver CS","2022","65+","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department for Work and Pensions","G7","15","[c]","59580","59590"
"Leaver CS","2022","65+","Department for Work and Pensions","HEO","70","[c]","34450","34290"
"Leaver CS","2022","65+","Department for Work and Pensions","SEO","25","[c]","44270","40670"
"Leaver CS","2022","65+","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Department of Health and Social Care","AO","10","[c]","22630","22110"
"Leaver CS","2022","65+","Department of Health and Social Care","EO","25","[c]","27390","27900"
"Leaver CS","2022","65+","Department of Health and Social Care","G6","10","[c]","70070","71230"
"Leaver CS","2022","65+","Department of Health and Social Care","G7","15","[c]","54630","54030"
"Leaver CS","2022","65+","Department of Health and Social Care","HEO","15","[c]","32350","31400"
"Leaver CS","2022","65+","Department of Health and Social Care","SCS level","25","[c]","99740","97580"
"Leaver CS","2022","65+","Department of Health and Social Care","SEO","20","[c]","40610","40560"
"Leaver CS","2022","65+","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
