"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other ethnicity","Property","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Property","UK Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Security","UK Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
