"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","16-19","Digital, Data & Technology","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Digital, Data & Technology","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Ministry of Defence","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Finance","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Human Resources","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Internal Audit","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Attorney General's Departments","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Transport","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Transport","Unknown","45","[c]","19440","18310"
"New entrant CS","2022","16-19","No function","Department for Work and Pensions","Heterosexual / straight","85","[c]","22480","21260"
"New entrant CS","2022","16-19","No function","Department for Work and Pensions","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department of Health and Social Care","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Revenue and Customs","Heterosexual / straight","35","[c]","21360","21250"
"New entrant CS","2022","16-19","No function","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Revenue and Customs","Unknown","35","[c]","21610","21250"
"New entrant CS","2022","16-19","No function","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Defence","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Justice","Heterosexual / straight","95","[c]","22930","23140"
"New entrant CS","2022","16-19","No function","Ministry of Justice","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Ministry of Justice","Unknown","90","[c]","22650","21790"
"New entrant CS","2022","16-19","No function","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Scottish Government","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","Scottish Government","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","No function","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
