"Status","Year","Age","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","30-39","Declared non-disabled","Policy","470","[c]","48530","51730"
"Leaver Dept.","2022","30-39","Declared non-disabled","Project Delivery","90","[c]","40920","39180"
"Leaver Dept.","2022","30-39","Declared non-disabled","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Science and Engineering","415","[c]","37100","36710"
"Leaver Dept.","2022","30-39","Declared non-disabled","Security","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Social Research","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Statistics","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Declared non-disabled","Unknown","695","[c]","47250","49700"
"Leaver Dept.","2022","30-39","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Operational Delivery","115","[c]","32560","28310"
"Leaver Dept.","2022","30-39","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Policy","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Science and Engineering","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Undeclared","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Communications","55","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Digital, Data and Technology","75","[c]","36700","36100"
"Leaver Dept.","2022","30-39","Unknown","Economics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Finance","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Human Resources","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Legal","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Medicine","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Operational Delivery","350","[c]","33410","28650"
"Leaver Dept.","2022","30-39","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Other","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Policy","205","[c]","45260","40460"
"Leaver Dept.","2022","30-39","Unknown","Project Delivery","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Science and Engineering","115","[c]","36410","36330"
"Leaver Dept.","2022","30-39","Unknown","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Statistics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","520","[c]","42670","34600"
"Leaver Dept.","2022","30-39","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Operational Delivery","175","[c]","32850","27570"
"Leaver Dept.","2022","40-49","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Other","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Science and Engineering","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared disabled","Unknown","75","[c]","43000","36670"
"Leaver Dept.","2022","40-49","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Commercial","55","[c]","47200","46000"
"Leaver Dept.","2022","40-49","Declared non-disabled","Communications","50","[c]","48260","39330"
"Leaver Dept.","2022","40-49","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Counter Fraud","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Digital, Data and Technology","130","[c]","47600","44580"
"Leaver Dept.","2022","40-49","Declared non-disabled","Economics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Finance","100","[c]","44410","41650"
"Leaver Dept.","2022","40-49","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Human Resources","95","[c]","43410","40070"
"Leaver Dept.","2022","40-49","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Intelligence Analysis","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Knowledge and Information Management","60","[c]","46350","48860"
"Leaver Dept.","2022","40-49","Declared non-disabled","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Medicine","85","[c]","79730","91570"
"Leaver Dept.","2022","40-49","Declared non-disabled","Operational Delivery","1305","[c]","35810","29120"
"Leaver Dept.","2022","40-49","Declared non-disabled","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Other","130","[c]","35200","28770"
"Leaver Dept.","2022","40-49","Declared non-disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Planning Inspectors","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Policy","225","[c]","54170","53600"
"Leaver Dept.","2022","40-49","Declared non-disabled","Project Delivery","110","[c]","45870","41940"
"Leaver Dept.","2022","40-49","Declared non-disabled","Property","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Science and Engineering","290","[c]","43420","40060"
"Leaver Dept.","2022","40-49","Declared non-disabled","Security","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Statistics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Declared non-disabled","Unknown","420","[c]","54030","54700"
"Leaver Dept.","2022","40-49","Declared non-disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Operational Delivery","80","[c]","32890","27570"
"Leaver Dept.","2022","40-49","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Science and Engineering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Undeclared","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Communications","40","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Digital, Data and Technology","65","[c]","49630","46660"
"Leaver Dept.","2022","40-49","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Human Resources","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Knowledge and Information Management","30","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Medicine","30","[c]","92080","95140"
"Leaver Dept.","2022","40-49","Unknown","Operational Delivery","335","[c]","40800","36830"
"Leaver Dept.","2022","40-49","Unknown","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Policy","135","[c]","51300","49080"
"Leaver Dept.","2022","40-49","Unknown","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Science and Engineering","265","[c]","44530","41990"
"Leaver Dept.","2022","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","240","[c]","52950","50610"
"Leaver Dept.","2022","50-59","Declared disabled","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Operational Delivery","155","[c]","32300","27570"
"Leaver Dept.","2022","50-59","Declared disabled","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Other","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Science and Engineering","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared disabled","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Commercial","50","[c]","45200","40950"
"Leaver Dept.","2022","50-59","Declared non-disabled","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Digital, Data and Technology","70","[c]","44800","39090"
"Leaver Dept.","2022","50-59","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Declared non-disabled","Finance","70","[c]","45430","42480"
"Leaver Dept.","2022","50-59","Declared non-disabled","Human Resources","65","[c]","44770","40080"
"Leaver Dept.","2022","50-59","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
