"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G7","25","[c]","55940","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","HEO","20","[c]","33350","34550"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","AO","25","[c]","21720","21260"
"Leaver Dept.","2022","Finance","Finance","EO","90","[c]","25930","26000"
"Leaver Dept.","2022","Finance","Finance","G6","35","[c]","67320","67090"
"Leaver Dept.","2022","Finance","Finance","G7","100","[c]","54690","54420"
"Leaver Dept.","2022","Finance","Finance","HEO","135","[c]","32580","31990"
"Leaver Dept.","2022","Finance","Finance","SCS level","20","[c]","86390","77060"
"Leaver Dept.","2022","Finance","Finance","SEO","140","[c]","40030","40060"
"Leaver Dept.","2022","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","AO","35","[c]","21120","21300"
"Leaver Dept.","2022","Grants Management","Operational Delivery","EO","15","[c]","25300","25150"
"Leaver Dept.","2022","Grants Management","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Human Resources","AO","40","[c]","22010","21260"
"Leaver Dept.","2022","Human Resources","Human Resources","EO","125","[c]","27030","26880"
"Leaver Dept.","2022","Human Resources","Human Resources","G6","40","[c]","65450","65010"
"Leaver Dept.","2022","Human Resources","Human Resources","G7","80","[c]","52790","52610"
"Leaver Dept.","2022","Human Resources","Human Resources","HEO","150","[c]","32270","32330"
"Leaver Dept.","2022","Human Resources","Human Resources","SCS level","20","[c]","89370","85680"
"Leaver Dept.","2022","Human Resources","Human Resources","SEO","85","[c]","40020","40060"
"Leaver Dept.","2022","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","EO","45","[c]","27770","27570"
"Leaver Dept.","2022","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","AO","15","[c]","21100","20800"
"Leaver Dept.","2022","Human Resources","Unknown","EO","25","[c]","26540","27500"
"Leaver Dept.","2022","Human Resources","Unknown","G6","10","[c]","65490","64990"
"Leaver Dept.","2022","Human Resources","Unknown","G7","20","[c]","55990","56160"
"Leaver Dept.","2022","Human Resources","Unknown","HEO","35","[c]","32520","32960"
"Leaver Dept.","2022","Human Resources","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","SEO","20","[c]","39330","38890"
"Leaver Dept.","2022","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","G6","35","[c]","69190","66790"
"Leaver Dept.","2022","Legal","Legal","G7","55","[c]","54870","52690"
"Leaver Dept.","2022","Legal","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Legal","SCS level","10","[c]","85300","83040"
"Leaver Dept.","2022","Legal","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","AO","35","[c]","23230","23770"
"Leaver Dept.","2022","Legal","Operational Delivery","EO","20","[c]","26720","26970"
"Leaver Dept.","2022","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","EO","25","[c]","27260","27350"
"Leaver Dept.","2022","Legal","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","HEO","10","[c]","28940","29430"
"Leaver Dept.","2022","No function","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","EO","25","[c]","27110","27570"
"Leaver Dept.","2022","No function","Knowledge and Information Management","G6","30","[c]","67060","66580"
"Leaver Dept.","2022","No function","Knowledge and Information Management","G7","85","[c]","52500","50930"
"Leaver Dept.","2022","No function","Knowledge and Information Management","HEO","35","[c]","31160","30460"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SEO","60","[c]","38660","38170"
"Leaver Dept.","2022","No function","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicine","G6","55","[c]","81330","78210"
"Leaver Dept.","2022","No function","Medicine","G7","35","[c]","51850","51750"
"Leaver Dept.","2022","No function","Medicine","HEO","25","[c]","33690","32310"
"Leaver Dept.","2022","No function","Medicine","SCS level","235","[c]","112800","109880"
"Leaver Dept.","2022","No function","Medicine","SEO","40","[c]","40880","40080"
"Leaver Dept.","2022","No function","Operational Delivery","AA","195","[c]","19940","19510"
"Leaver Dept.","2022","No function","Operational Delivery","AO","1620","[c]","21410","21260"
"Leaver Dept.","2022","No function","Operational Delivery","EO","2470","[c]","27330","27570"
"Leaver Dept.","2022","No function","Operational Delivery","G6","270","[c]","68380","66230"
"Leaver Dept.","2022","No function","Operational Delivery","G7","710","[c]","53260","52610"
"Leaver Dept.","2022","No function","Operational Delivery","HEO","1115","[c]","31880","31990"
"Leaver Dept.","2022","No function","Operational Delivery","SCS level","130","[c]","96850","93740"
"Leaver Dept.","2022","No function","Operational Delivery","SEO","870","[c]","39760","40070"
"Leaver Dept.","2022","No function","Operational Delivery","Unknown","110","[c]","37580","34340"
"Leaver Dept.","2022","No function","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","AO","30","[c]","21220","21260"
"Leaver Dept.","2022","No function","Other","EO","225","[c]","27390","27570"
"Leaver Dept.","2022","No function","Other","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","G7","25","[c]","50480","50150"
"Leaver Dept.","2022","No function","Other","HEO","50","[c]","32530","32000"
"Leaver Dept.","2022","No function","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","SEO","25","[c]","37460","37000"
"Leaver Dept.","2022","No function","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","G6","10","[c]","64020","58810"
"Leaver Dept.","2022","No function","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","EO","200","[c]","27170","27680"
"Leaver Dept.","2022","No function","Policy","G6","170","[c]","65660","64990"
"Leaver Dept.","2022","No function","Policy","G7","480","[c]","53420","53380"
"Leaver Dept.","2022","No function","Policy","HEO","635","[c]","33270","33570"
"Leaver Dept.","2022","No function","Policy","SCS level","115","[c]","83270","75380"
"Leaver Dept.","2022","No function","Policy","SEO","335","[c]","39780","40050"
"Leaver Dept.","2022","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","SEO","15","[c]","38600","38960"
"Leaver Dept.","2022","No function","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Science and Engineering","AA","30","[c]","20380","19530"
"Leaver Dept.","2022","No function","Science and Engineering","AO","145","[c]","21760","21820"
