"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","G7","30","[c]","53540","50640"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","HEO","110","[c]","30940","30210"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","SEO","80","[c]","37600","36840"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","SEO/HEO","SEO","15","[c]","37230","37230"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","AA","35","[c]","21060","20830"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","AO","100","[c]","21970","22010"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","EO","EO","55","[c]","26180","26030"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","G7","15","[c]","59160","58250"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","HEO","20","[c]","32970","32990"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","SEO","35","[c]","44470","45250"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","HEO","20","[c]","41660","40460"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","SEO","15","[c]","59320","61510"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","AA/AO","AO","60","[c]","23140","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","EO","EO","35","[c]","28410","28850"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","G7","30","[c]","61040","60830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","SCS level","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","HEO","55","[c]","36010","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","SEO","40","[c]","45340","47000"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","EO","35","[c]","24630","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","AO","20","[c]","21250","21300"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","AO","50","[c]","21880","21050"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","EO","175","[c]","27320","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","G6","140","[c]","66240","64500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","G7","340","[c]","55060","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","SCS level","100","[c]","87100","76950"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","HEO","880","[c]","32480","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","SEO","140","[c]","40210","40600"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","SEO/HEO","HEO","15","[c]","29470","29160"
"Leaver Dept.","2022","Charity Commission","Charity Commission","SEO/HEO","SEO","15","[c]","38220","37910"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","AO","10","[c]","20950","20100"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","EO","10","[c]","27960","25510"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","20","[c]","35240","36070"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","AO","10","[c]","22900","22860"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","EO","EO","10","[c]","27880","27920"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","HEO","10","[c]","34940","34570"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","G6/G7","G7","10","[c]","44970","47340"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","HEO","10","[c]","31180","30300"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","SEO","10","[c]","37620","38980"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","AO","40","[c]","23180","23770"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","EO","EO","30","[c]","26750","26970"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","G7","20","[c]","57600","56710"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","HEO","10","[c]","31420","30370"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","EO","EO","110","[c]","22870","22750"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","G7","45","[c]","51880","54060"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","HEO","140","[c]","29620","29550"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","SEO","130","[c]","39500","39580"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","EO","EO","5","[c]","[c]","[c]"
