"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Operational Delivery","AA/AO","45","[c]","21490","21880"
"Leaver CS","2022","Unknown","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Other","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Property","AA/AO","40","[c]","19120","18780"
"Leaver CS","2022","Unknown","Property","Property","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Property","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Property","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","AA/AO","155","[c]","29450","25540"
"Leaver CS","2022","Unknown","Security","Security","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Digital, Data and Technology","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Medicine","SEO/HEO","35","[c]","39030","39030"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","AA/AO","70","[c]","22180","21680"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","EO","95","[c]","26200","24880"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","AA/AO","130","[c]","21380","20970"
"Leaver CS","2022","Unknown","Unknown","Other","EO","70","[c]","27900","28650"
"Leaver CS","2022","Unknown","Unknown","Other","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Other","SEO/HEO","70","[c]","40830","40290"
"Leaver CS","2022","Unknown","Unknown","Other","Unknown","245","[c]","36040","33270"
"Leaver CS","2022","Unknown","Unknown","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Policy","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Policy","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","AA/AO","1420","[c]","22140","21260"
"Leaver CS","2022","Unknown","Unknown","Unknown","EO","610","[c]","27820","27570"
"Leaver CS","2022","Unknown","Unknown","Unknown","G6/G7","125","[c]","63720","62170"
"Leaver CS","2022","Unknown","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","SEO/HEO","350","[c]","38480","36650"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
