"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","London","60","[c]","32350","29250"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Outside London","585","[c]","31400","27310"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","London","160","[c]","33140","31060"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","1125","[c]","25550","24180"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","31360","27570"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","London","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Outside London","10","[c]","27850","23230"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Outside London","35","[c]","58990","67550"
"Leaver CS","2022","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Outside London","20","[c]","34710","31540"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","185","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Outside London","110","[c]","29980","27360"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","London","450","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","4070","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","London","840","[c]","38690","34630"
"Leaver CS","2022","Unknown","Home Office","Outside London","1235","[c]","27500","24890"
"Leaver CS","2022","Unknown","Home Office","Overseas","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Outside London","10","[c]","32500","24030"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","London","125","[c]","41780","37640"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Outside London","1655","[c]","28600","23250"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Overseas","55","[c]","42090","40350"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Unknown","25","[c]","32510","29200"
"Leaver CS","2022","Unknown","National Records of Scotland","Outside London","40","[c]","34330","27940"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Outside London","30","[c]","31220","23780"
"Leaver CS","2022","Unknown","Revenue Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Unknown","Scottish Forestry","Outside London","20","[c]","38230","37490"
"Leaver CS","2022","Unknown","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Outside London","415","[c]","41450","36130"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Outside London","20","[c]","33860","28990"
"Leaver CS","2022","Unknown","Social Security Scotland","Outside London","40","[c]","29520","27230"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Outside London","30","[c]","26500","21050"
"Leaver CS","2022","Unknown","Transport Scotland","Outside London","20","[c]","46330","39660"
"Leaver CS","2022","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","Outside London","15","[c]","46420","38820"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","Outside London","245","[c]","42720","37410"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Defence Science and Technology Laboratory","Outside London","15","[c]","41080","38070"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","30","[c]","42760","33640"
"Leaver Dept.","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Digital, Culture, Media and Sport","London","15","[c]","46220","38290"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","London","20","[c]","48970","45540"
"Leaver Dept.","2022","Analysis","Department for Education (excl. agencies)","Outside London","15","[c]","44530","42220"
"Leaver Dept.","2022","Analysis","Department for International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","45","[c]","43880","42980"
"Leaver Dept.","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","London","15","[c]","42460","37380"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions (excl. agencies)","Outside London","15","[c]","45520","52150"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","London","15","[c]","44620","47000"
"Leaver Dept.","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","London","25","[c]","39460","33570"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Outside London","60","[c]","33530","30210"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","London","30","[c]","50220","54700"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","10","[c]","52380","53180"
"Leaver Dept.","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Crown Commercial Service","Outside London","20","[c]","40460","39360"
