"Status","Year","Age","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","UK Supreme Court","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Valuation Office Agency","AO","25","[c]","22010","22010"
"Leaver CS","2022","20-29","Valuation Office Agency","EO","25","[c]","25610","25000"
"Leaver CS","2022","20-29","Valuation Office Agency","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Valuation Office Agency","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Water Services Regulation Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government (excl. agencies)","AO","20","[c]","21950","21300"
"Leaver CS","2022","20-29","Welsh Government (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Advisory, Conciliation and Arbitration Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Animal and Plant Health Agency","AO","15","[c]","21830","21300"
"Leaver CS","2022","30-39","Animal and Plant Health Agency","EO","10","[c]","25770","25260"
"Leaver CS","2022","30-39","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Animal and Plant Health Agency","SEO","10","[c]","37400","36590"
"Leaver CS","2022","30-39","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","EO","15","[c]","27500","27500"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","G6","20","[c]","71750","66440"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","G7","80","[c]","58050","56490"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","HEO","30","[c]","34500","34600"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","SCS level","10","[c]","94960","91000"
"Leaver CS","2022","30-39","Cabinet Office (excl. agencies)","SEO","35","[c]","40820","40600"
"Leaver CS","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Companies House","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Companies House","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Companies House","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","G7","15","[c]","57550","56650"
"Leaver CS","2022","30-39","Competition and Markets Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Commercial Service","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Commercial Service","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Office and Procurator Fiscal Service","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Prosecution Service","AO","20","[c]","21840","22200"
"Leaver CS","2022","30-39","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Prosecution Service","G7","30","[c]","54330","55000"
"Leaver CS","2022","30-39","Crown Prosecution Service","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Defence Equipment and Support","EO","35","[c]","21510","20610"
"Leaver CS","2022","30-39","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Defence Equipment and Support","G7","10","[c]","49010","47960"
"Leaver CS","2022","30-39","Defence Equipment and Support","HEO","50","[c]","30190","30000"
"Leaver CS","2022","30-39","Defence Equipment and Support","SEO","55","[c]","40180","40630"
"Leaver CS","2022","30-39","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Defence Science and Technology Laboratory","G7","10","[c]","49430","47010"
"Leaver CS","2022","30-39","Defence Science and Technology Laboratory","HEO","15","[c]","29990","29230"
"Leaver CS","2022","30-39","Defence Science and Technology Laboratory","SEO","15","[c]","39120","38070"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","45","[c]","53830","53600"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","15","[c]","32760","33570"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","30","[c]","39940","40050"
"Leaver CS","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","G7","15","[c]","51670","51730"
"Leaver CS","2022","30-39","Department for Digital, Culture, Media and Sport","HEO","25","[c]","35870","34090"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","G7","20","[c]","52460","52580"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","HEO","20","[c]","32460","32910"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Education (excl. agencies)","SEO","35","[c]","39080","36960"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","15","[c]","53140","53130"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport (excl. agencies)","G6","10","[c]","66570","66160"
"Leaver CS","2022","30-39","Department for Transport (excl. agencies)","G7","10","[c]","54530","54760"
"Leaver CS","2022","30-39","Department for Transport (excl. agencies)","HEO","10","[c]","34790","34710"
"Leaver CS","2022","30-39","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Transport (excl. agencies)","SEO","15","[c]","43140","43190"
"Leaver CS","2022","30-39","Department for Work and Pensions (excl. agencies)","AO","440","[c]","21500","21260"
"Leaver CS","2022","30-39","Department for Work and Pensions (excl. agencies)","EO","790","[c]","28520","27570"
"Leaver CS","2022","30-39","Department for Work and Pensions (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department for Work and Pensions (excl. agencies)","G7","40","[c]","57020","57520"
"Leaver CS","2022","30-39","Department for Work and Pensions (excl. agencies)","HEO","30","[c]","34490","32000"
"Leaver CS","2022","30-39","Department for Work and Pensions (excl. agencies)","SEO","35","[c]","39820","38880"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","G7","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Department of Health and Social Care (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Driver and Vehicle Licensing Agency","AA","20","[c]","18380","18310"
"Leaver CS","2022","30-39","Driver and Vehicle Licensing Agency","AO","50","[c]","21740","21840"
"Leaver CS","2022","30-39","Driver and Vehicle Licensing Agency","EO","10","[c]","26380","26470"
"Leaver CS","2022","30-39","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Driver and Vehicle Licensing Agency","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Driver and Vehicle Licensing Agency","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Driver and Vehicle Standards Agency","AO","10","[c]","24950","21840"
"Leaver CS","2022","30-39","Driver and Vehicle Standards Agency","EO","20","[c]","28010","26470"
"Leaver CS","2022","30-39","Driver and Vehicle Standards Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Driver and Vehicle Standards Agency","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education and Skills Funding Agency","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","FCDO Services","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","FCDO Services","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","G7","20","[c]","51300","52840"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","20","[c]","35200","33930"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Forestry and Land Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Forestry and Land Scotland","AO","15","[c]","26040","25940"
