"Status","Year","Organisation","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Outside London","20","[c]","24990","25120"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Commercial","Outside London","15","[c]","41250","39360"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","Outside London","10","[c]","25070","23230"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Legal","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","London","25","[c]","26750","24590"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","Outside London","40","[c]","24640","24180"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Commercial","Outside London","80","[c]","34570","31420"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","Outside London","15","[c]","38770","37370"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Finance","Outside London","20","[c]","32130","33400"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Other","Outside London","90","[c]","31530","27460"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Project Delivery","Outside London","125","[c]","38920","37320"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Science and Engineering","Outside London","75","[c]","30860","27540"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Security","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","Outside London","15","[c]","42760","42540"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","Outside London","35","[c]","37390","38070"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","London","20","[c]","47350","40690"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","London","25","[c]","43050","33640"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","London","10","[c]","47770","46710"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","35","[c]","48430","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","London","355","[c]","46660","40220"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","Outside London","40","[c]","34420","31740"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","Unknown","25","[c]","48920","51710"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","[c]","[c]","[c]","[c]"
