"Status","Year","Disability","Ethnicity","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Mixed","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Revenue and Customs","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Defence","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","National Crime Agency","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
