"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Policy","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Transport","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Operational Delivery","65","[c]","28320","27570"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Medicine","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Operational Delivery","100","[c]","36040","29270"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Science and Engineering","40","[c]","35160","32830"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Foreign, Commonwealth and Development Office","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
