"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Black","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Science and Engineering","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Heterosexual / straight","75","[c]","41480","36650"
"Leaver Dept.","2022","Black","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Knowledge and Information Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Medicine","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Delivery","Heterosexual / straight","180","[c]","32440","28140"
"Leaver Dept.","2022","Mixed","Operational Delivery","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Delivery","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Heterosexual / straight","75","[c]","42950","39600"
"Leaver Dept.","2022","Mixed","Policy","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Heterosexual / straight","35","[c]","34810","32830"
"Leaver Dept.","2022","Mixed","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Heterosexual / straight","50","[c]","41080","34710"
"Leaver Dept.","2022","Mixed","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Geography","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
