"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","No function","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","UK Statistics Authority","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Competition and Markets Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Crown Commercial Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Equipment and Support","Heterosexual / straight","70","[c]","26120","27100"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Equipment and Support","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Equipment and Support","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Government Property Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Government Property Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Property","Valuation Office Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Cabinet Office (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Cabinet Office (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Serious Fraud Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Security","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","30","[c]","29330","27570"
"Leaver Dept.","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
