"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","Property","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","Property","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Intellectual Property Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Intellectual Property Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","Property","Female","70","[c]","28400","26350"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","Property","Male","115","[c]","32980","33300"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Prison Service","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Prison Service","Other","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Serious Fraud Office","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Serious Fraud Office","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","Female","90","[c]","21920","22010"
"Leaver CS","2022","Property","Valuation Office Agency","Operational Delivery","Male","40","[c]","21900","21420"
"Leaver CS","2022","Property","Valuation Office Agency","Property","Female","45","[c]","34940","27000"
"Leaver CS","2022","Property","Valuation Office Agency","Property","Male","70","[c]","36490","31130"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Female","30","[c]","31890","32650"
"Leaver CS","2022","Security","Cabinet Office (excl. agencies)","Unknown","Male","45","[c]","33660","29750"
"Leaver CS","2022","Security","Companies House","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Companies House","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Crown Prosecution Service","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Equipment and Support","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Defence Science and Technology Laboratory","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Digital, Culture, Media and Sport","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for International Trade","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Department for Work and Pensions (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Licensing Agency","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","FCDO Services","Security","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Government Actuary's Department","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Government Actuary's Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Security","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Prison and Probation Service","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","HM Revenue and Customs (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","45","[c]","35420","33500"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Female","90","[c]","28960","24070"
"Leaver CS","2022","Security","Ministry of Defence (excl. agencies)","Security","Male","495","[c]","31550","27680"
"Leaver CS","2022","Security","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Queen Elizabeth II Centre","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Registers of Scotland","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Submarine Delivery Agency","Security","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Debt Management Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","UK Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Accountant in Bankruptcy","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Animal and Plant Health Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Commercial Service","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Other","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Electronics and Components Agency","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
