"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","Department for Education (excl. agencies)","Department for Education","SEO","10","[c]","36980","36640"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for International Trade","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Driver and Vehicle Standards Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Health and Safety Executive","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","HM Land Registry","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Maritime and Coastguard Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","15","[c]","24980","26670"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","30","[c]","34750","34500"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","20","[c]","42260","42040"
"Leaver CS","2022","Commercial","National Crime Agency","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Public Health England","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Submarine Delivery Agency","Ministry of Defence","Unknown","10","[c]","44710","42870"
"Leaver CS","2022","Commercial","The National Archives","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","The National Archives","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Export Finance","UK Export Finance","SEO","10","[c]","46360","44290"
"Leaver CS","2022","Commercial","UK Health Security Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Health Security Agency","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","UK Statistics Authority","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Attorney General's Office","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","G7","15","[c]","56290","54700"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","HEO","10","[c]","34710","34550"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Cabinet Office (excl. agencies)","Cabinet Office","SEO","20","[c]","41420","40600"
"Leaver CS","2022","Communications","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Charity Commission","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Competition and Markets Authority","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Commercial Service","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Crown Prosecution Service","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Defence Science and Technology Laboratory","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
