"Status","Year","Ethnicity","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Black","Department for Transport","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Operational Delivery","AA/AO","85","[c]","22730","21260"
"Leaver CS","2022","Black","Department for Work and Pensions","Operational Delivery","EO","235","[c]","29920","31060"
"Leaver CS","2022","Black","Department for Work and Pensions","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Other","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Other","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Unknown","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department of Health and Social Care","Economics","G6/G7","[c]","[c]","[c]","[c]"
