"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Declared non-disabled","Veterinarian","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Veterinarian","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Geography","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","EO","Male","[c]","[c]","[c]","[c]"
