"Status","Year","Function_of_post","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department for Work and Pensions","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Unknown","London","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Department of Health and Social Care","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Estyn","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Revenue and Customs","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Economics","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","HM Treasury","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Geography","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Science and Engineering","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Statistics","London","15","[c]","44620","47000"
"Leaver Dept.","2022","Analysis","Ministry of Defence","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Office of Rail and Road","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Export Finance","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Economics","Outside London","10","[c]","30880","29540"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Delivery","Outside London","15","[c]","32790","30210"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Social Research","Outside London","20","[c]","34640","31320"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Statistics","London","10","[c]","33640","30500"
"Leaver Dept.","2022","Analysis","UK Statistics Authority","Statistics","Outside London","15","[c]","34780","29540"
"Leaver Dept.","2022","Analysis","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Commercial","Outside London","15","[c]","41250","39360"
"Leaver Dept.","2022","Commercial","Cabinet Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cabinet Office","Unknown","London","30","[c]","50060","54700"
"Leaver Dept.","2022","Commercial","Cabinet Office","Unknown","Outside London","10","[c]","52380","53180"
"Leaver Dept.","2022","Commercial","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Business, Energy and Industrial Strategy","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Education","Commercial","Outside London","15","[c]","38540","36780"
"Leaver Dept.","2022","Commercial","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Environment, Food and Rural Affairs","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Levelling Up, Housing and Communities","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department for Transport","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","Commercial","London","115","[c]","49440","52860"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","Commercial","Outside London","100","[c]","45600","40470"
"Leaver Dept.","2022","Commercial","Department of Health and Social Care","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Foreign, Commonwealth and Development Office","Commercial","Outside London","10","[c]","37650","33930"
"Leaver Dept.","2022","Commercial","HM Treasury","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Commercial","Outside London","50","[c]","37520","38000"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Ministry of Defence","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Scottish Government","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Export Finance","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","UK Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Unknown","London","60","[c]","44250","39810"
"Leaver Dept.","2022","Communications","Cabinet Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Cabinet Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Communications","London","20","[c]","47210","40690"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Business, Energy and Industrial Strategy","Policy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Education","Communications","London","10","[c]","33840","33220"
"Leaver Dept.","2022","Communications","Department for Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Communications","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for International Trade","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Levelling Up, Housing and Communities","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Department for Transport","Communications","London","[c]","[c]","[c]","[c]"
