"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Health and Safety Executive","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Courts and Tribunals Service","Female","150","[c]","23500","21650"
"Leaver Dept.","2022","20-29","HM Courts and Tribunals Service","Male","75","[c]","22400","20970"
"Leaver Dept.","2022","20-29","HM Prison and Probation Service","Female","115","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Prison and Probation Service","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Revenue and Customs (excl. agencies)","Female","240","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Revenue and Customs (excl. agencies)","Male","200","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Treasury (excl. agencies)","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","HM Treasury (excl. agencies)","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Home Office","Female","240","[c]","31160","28670"
"Leaver Dept.","2022","20-29","Home Office","Male","205","[c]","30660","28650"
"Leaver Dept.","2022","20-29","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal Aid Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Maritime and Coastguard Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Ministry of Defence (excl. agencies)","Female","100","[c]","31240","30200"
"Leaver Dept.","2022","20-29","Ministry of Defence (excl. agencies)","Male","70","[c]","33950","33300"
"Leaver Dept.","2022","20-29","Ministry of Justice (excl. agencies)","Female","95","[c]","34090","34100"
"Leaver Dept.","2022","20-29","Ministry of Justice (excl. agencies)","Male","50","[c]","35570","34260"
"Leaver Dept.","2022","20-29","National Crime Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Public Guardian","Female","30","[c]","21990","20970"
"Leaver Dept.","2022","20-29","Office of the Public Guardian","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Public Health England","Female","895","[c]","28610","26880"
"Leaver Dept.","2022","20-29","Public Health England","Male","380","[c]","28580","26880"
"Leaver Dept.","2022","20-29","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Rural Payments Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Rural Payments Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Courts and Tribunals Service","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government (excl. agencies)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government (excl. agencies)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Serious Fraud Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Serious Fraud Office","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Submarine Delivery Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The Insolvency Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The Insolvency Service","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Health Security Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Health Security Agency","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Female","50","[c]","31090","29540"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Male","45","[c]","30360","29540"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Valuation Office Agency","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government (excl. agencies)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government (excl. agencies)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Advisory, Conciliation and Arbitration Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Animal and Plant Health Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Office","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office (excl. agencies)","Female","295","[c]","47620","52560"
"Leaver Dept.","2022","30-39","Cabinet Office (excl. agencies)","Male","265","[c]","45470","40600"
"Leaver Dept.","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Centre for Environment, Fisheries and Aquaculture Science","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Companies House","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Companies House","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Criminal Injuries Compensation Authority","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Commercial Service","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Commercial Service","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Prosecution Service","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Crown Prosecution Service","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Defence Equipment and Support","Female","50","[c]","32330","30250"
"Leaver Dept.","2022","30-39","Defence Equipment and Support","Male","65","[c]","33840","34850"
"Leaver Dept.","2022","30-39","Defence Science and Technology Laboratory","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Defence Science and Technology Laboratory","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","80","[c]","47970","53380"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","105","[c]","50740","53380"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","Male","45","[c]","50800","52190"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","Female","80","[c]","43680","40640"
"Leaver Dept.","2022","30-39","Department for Education (excl. agencies)","Male","65","[c]","44340","41750"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","55","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","45","[c]","46190","43140"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","45","[c]","44320","39600"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","Female","40","[c]","47050","46860"
"Leaver Dept.","2022","30-39","Department for Transport (excl. agencies)","Male","50","[c]","44380","42890"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","Female","455","[c]","28860","27570"
"Leaver Dept.","2022","30-39","Department for Work and Pensions (excl. agencies)","Male","395","[c]","29120","27570"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","Female","165","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care (excl. agencies)","Male","135","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Licensing Agency","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Licensing Agency","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Driver and Vehicle Standards Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Education and Skills Funding Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Education and Skills Funding Agency","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","FCDO Services","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Legal Department","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Legal Department","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Health and Safety Executive","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","Female","70","[c]","27460","23700"
"Leaver Dept.","2022","30-39","HM Courts and Tribunals Service","Male","50","[c]","27550","22680"
"Leaver Dept.","2022","30-39","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
