"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","Outside London","EO","15","[c]","24810","24030"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Operational Delivery","Outside London","AA/AO","35","[c]","20240","20510"
"Leaver CS","2022","Legal Aid Agency","Operational Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Operational Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Communications","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Digital, Data and Technology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Medicine","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","Outside London","AA/AO","50","[c]","23390","21840"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","Outside London","EO","15","[c]","28060","26470"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","Outside London","SEO/HEO","30","[c]","42860","40080"
"Leaver CS","2022","Maritime and Coastguard Agency","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Policy","Outside London","SEO/HEO","15","[c]","35760","31620"
"Leaver CS","2022","Maritime and Coastguard Agency","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Finance","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Human Resources","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","London","G6/G7","10","[c]","63950","66710"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","London","SCS level","20","[c]","84520","84210"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","EO","10","[c]","28970","29170"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","London","G6/G7","25","[c]","59640","54470"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Other","London","SEO/HEO","20","[c]","37630","39190"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","London","SEO/HEO","20","[c]","37740","40450"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","G6/G7","10","[c]","64390","65920"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Outside London","SEO/HEO","15","[c]","34870","33090"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Commercial","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Digital, Data and Technology","Outside London","AA/AO","20","[c]","18690","17900"
"Leaver CS","2022","Met Office","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Digital, Data and Technology","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Digital, Data and Technology","Outside London","SEO/HEO","15","[c]","37980","36310"
"Leaver CS","2022","Met Office","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Operational Delivery","Outside London","SEO/HEO","10","[c]","38370","39650"
"Leaver CS","2022","Met Office","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Project Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Project Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Science and Engineering","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Science and Engineering","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Science and Engineering","Outside London","SEO/HEO","20","[c]","36820","39650"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","EO","15","[c]","24980","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Outside London","SEO/HEO","45","[c]","37760","36900"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Outside London","SEO/HEO","10","[c]","36410","36460"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
