"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","HEO","595","[c]","32710","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","SEO","100","[c]","40640","40600"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","AA/AO","AO","35","[c]","20960","21050"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","EO","EO","25","[c]","25660","24930"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","G6","10","[c]","64180","64030"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","G7","30","[c]","52340","52580"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","HEO","100","[c]","31680","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","SEO","30","[c]","38570","37590"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","EO","EO","15","[c]","26990","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","G6","20","[c]","66390","64500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","G7","35","[c]","55410","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","SCS level","15","[c]","89560","78740"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","HEO","190","[c]","32170","32000"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","SEO","10","[c]","40700","40600"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Outside London","SEO/HEO","HEO","10","[c]","28620","29160"
"Leaver Dept.","2022","Charity Commission","Outside London","SEO/HEO","SEO","10","[c]","38310","37910"
"Leaver Dept.","2022","Companies House","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","EO","EO","10","[c]","27960","25510"
"Leaver Dept.","2022","Companies House","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Outside London","SEO/HEO","HEO","20","[c]","35240","36070"
"Leaver Dept.","2022","Companies House","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","AA/AO","AO","10","[c]","22900","22860"
"Leaver Dept.","2022","Competition and Markets Authority","London","EO","EO","10","[c]","27880","27920"
"Leaver Dept.","2022","Competition and Markets Authority","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","London","SEO/HEO","HEO","10","[c]","34940","34570"
"Leaver Dept.","2022","Competition and Markets Authority","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","G6/G7","G7","10","[c]","44970","47340"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Outside London","SEO/HEO","SEO","10","[c]","37380","37200"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","AA/AO","AO","15","[c]","24130","23770"
"Leaver Dept.","2022","Crown Prosecution Service","London","EO","EO","10","[c]","27240","27010"
"Leaver Dept.","2022","Crown Prosecution Service","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","G6/G7","G7","10","[c]","60900","61360"
"Leaver Dept.","2022","Crown Prosecution Service","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","AA/AO","AO","25","[c]","22510","22200"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","EO","EO","20","[c]","26480","26070"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","EO","EO","105","[c]","22890","22750"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","G6/G7","G7","45","[c]","51880","54060"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","SEO/HEO","HEO","140","[c]","29620","29550"
"Leaver Dept.","2022","Defence Equipment and Support","Outside London","SEO/HEO","SEO","125","[c]","39550","39580"
"Leaver Dept.","2022","Defence Equipment and Support","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","G6/G7","G7","25","[c]","51470","47010"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","SEO/HEO","HEO","20","[c]","29540","29230"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Outside London","SEO/HEO","SEO","15","[c]","38030","38070"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","EO","35","[c]","28010","27680"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","G6","35","[c]","66250","64990"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","G7","145","[c]","53620","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","SCS level","30","[c]","88310","81390"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","HEO","125","[c]","33330","33570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","SEO","95","[c]","40380","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","EO","10","[c]","25010","24570"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","HEO","20","[c]","30570","30360"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","SEO","15","[c]","38800","37900"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","G7","15","[c]","52790","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","SEO","20","[c]","38800","38160"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","EO","EO","15","[c]","27560","26180"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","G6","15","[c]","64180","64380"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","G6/G7","G7","60","[c]","54200","53130"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SCS level","SCS level","15","[c]","73730","73500"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","SEO/HEO","HEO","95","[c]","35040","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","EO","EO","25","[c]","29150","28500"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","G6/G7","G6","20","[c]","66320","65370"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","G6/G7","G7","50","[c]","54390","54160"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","SCS level","SCS level","15","[c]","86530","77980"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","SEO/HEO","HEO","45","[c]","34200","33300"
"Leaver Dept.","2022","Department for Education (excl. agencies)","London","SEO/HEO","SEO","40","[c]","42500","40940"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","EO","EO","35","[c]","25330","25000"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","G6/G7","G6","15","[c]","62540","61680"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","G6/G7","G7","50","[c]","51080","50400"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","HEO","55","[c]","30610","29730"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Outside London","SEO/HEO","SEO","70","[c]","38220","36820"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","HEO","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","SEO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","SEO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","London","EO","EO","25","[c]","[c]","[c]"
