"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","65+","Declared disabled","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Public Health England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Transport Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Veterinary Medicines Directorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared disabled","Welsh Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Animal and Plant Health Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Companies House","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Prosecution Service","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Prosecution Service","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Prosecution Service","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Equipment and Support","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Equipment and Support","SEO/HEO","35","[c]","37180","35220"
"Leaver CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Defence Science and Technology Laboratory","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Education (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Declared non-disabled","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
