"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Legal","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","AA/AO","35","[c]","23230","23770"
"Leaver Dept.","2022","Legal","Operational Delivery","EO","20","[c]","26720","26970"
"Leaver Dept.","2022","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","EO","25","[c]","27260","27350"
"Leaver Dept.","2022","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Other","SEO/HEO","10","[c]","32640","31180"
"Leaver Dept.","2022","Legal","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Commercial","SEO/HEO","20","[c]","33540","33390"
"Leaver Dept.","2022","No function","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Finance","SEO/HEO","15","[c]","36960","37100"
"Leaver Dept.","2022","No function","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","International Trade","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","AA/AO","10","[c]","20970","21270"
"Leaver Dept.","2022","No function","Knowledge and Information Management","EO","25","[c]","27110","27570"
"Leaver Dept.","2022","No function","Knowledge and Information Management","G6/G7","120","[c]","56480","54230"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Knowledge and Information Management","SEO/HEO","95","[c]","36050","36650"
"Leaver Dept.","2022","No function","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Medicine","G6/G7","90","[c]","69210","59980"
"Leaver Dept.","2022","No function","Medicine","SCS level","235","[c]","112800","109880"
"Leaver Dept.","2022","No function","Medicine","SEO/HEO","65","[c]","38070","39870"
"Leaver Dept.","2022","No function","Operational Delivery","AA/AO","1815","[c]","21250","21260"
"Leaver Dept.","2022","No function","Operational Delivery","EO","2470","[c]","27330","27570"
"Leaver Dept.","2022","No function","Operational Delivery","G6/G7","985","[c]","57390","54270"
"Leaver Dept.","2022","No function","Operational Delivery","SCS level","130","[c]","96850","93740"
"Leaver Dept.","2022","No function","Operational Delivery","SEO/HEO","1985","[c]","35460","34550"
"Leaver Dept.","2022","No function","Operational Delivery","Unknown","110","[c]","37580","34340"
"Leaver Dept.","2022","No function","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","AA/AO","30","[c]","21220","21260"
"Leaver Dept.","2022","No function","Other","EO","225","[c]","27390","27570"
"Leaver Dept.","2022","No function","Other","G6/G7","30","[c]","56690","52600"
"Leaver Dept.","2022","No function","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Other","SEO/HEO","75","[c]","34070","33400"
"Leaver Dept.","2022","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Planning Inspectors","G6/G7","15","[c]","62250","58810"
"Leaver Dept.","2022","No function","Planning Inspectors","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Policy","EO","200","[c]","27170","27680"
"Leaver Dept.","2022","No function","Policy","G6/G7","650","[c]","56210","53600"
"Leaver Dept.","2022","No function","Policy","SCS level","115","[c]","83270","75380"
"Leaver Dept.","2022","No function","Policy","SEO/HEO","965","[c]","35940","34110"
"Leaver Dept.","2022","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","G6/G7","15","[c]","56760","56240"
"Leaver Dept.","2022","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Project Delivery","SEO/HEO","25","[c]","36490","36510"
"Leaver Dept.","2022","No function","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Science and Engineering","AA/AO","170","[c]","21540","21530"
"Leaver Dept.","2022","No function","Science and Engineering","EO","275","[c]","25610","25720"
"Leaver Dept.","2022","No function","Science and Engineering","G6/G7","560","[c]","57470","53500"
"Leaver Dept.","2022","No function","Science and Engineering","SCS level","30","[c]","105470","107900"
"Leaver Dept.","2022","No function","Science and Engineering","SEO/HEO","1150","[c]","36160","36330"
"Leaver Dept.","2022","No function","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","AA/AO","45","[c]","22770","21590"
"Leaver Dept.","2022","No function","Unknown","EO","165","[c]","28260","27500"
"Leaver Dept.","2022","No function","Unknown","G6/G7","445","[c]","57850","54700"
"Leaver Dept.","2022","No function","Unknown","SCS level","85","[c]","85390","76670"
"Leaver Dept.","2022","No function","Unknown","SEO/HEO","1060","[c]","33920","32000"
"Leaver Dept.","2022","No function","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Veterinarian","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Commercial","SEO/HEO","40","[c]","31840","29950"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","G6/G7","15","[c]","52580","52950"
"Leaver Dept.","2022","Project Delivery","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","EO","20","[c]","21050","20130"
"Leaver Dept.","2022","Project Delivery","Other","G6/G7","15","[c]","57310","55690"
"Leaver Dept.","2022","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Other","SEO/HEO","25","[c]","32410","32710"
"Leaver Dept.","2022","Project Delivery","Policy","G6/G7","10","[c]","55040","52430"
"Leaver Dept.","2022","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","AA/AO","10","[c]","22960","22770"
"Leaver Dept.","2022","Project Delivery","Project Delivery","EO","60","[c]","26470","26670"
"Leaver Dept.","2022","Project Delivery","Project Delivery","G6/G7","90","[c]","57510","56750"
"Leaver Dept.","2022","Project Delivery","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Project Delivery","SEO/HEO","225","[c]","36710","36740"
"Leaver Dept.","2022","Project Delivery","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","EO","30","[c]","23650","26110"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","SEO/HEO","20","[c]","36700","36450"
"Leaver Dept.","2022","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Security","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","SCS level","10","[c]","99220","93400"
"Leaver Dept.","2022","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Operational Delivery","AA/AO","25","[c]","21620","22010"
"Leaver Dept.","2022","Property","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","EO","30","[c]","26740","26770"
"Leaver Dept.","2022","Property","Property","G6/G7","25","[c]","60740","61960"
"Leaver Dept.","2022","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Property","SEO/HEO","50","[c]","36780","36780"
"Leaver Dept.","2022","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Intelligence Analysis","SEO/HEO","20","[c]","37690","36300"
"Leaver Dept.","2022","Security","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","AA/AO","15","[c]","25960","20740"
"Leaver Dept.","2022","Security","Security","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Security","SEO/HEO","20","[c]","36190","37000"
"Leaver Dept.","2022","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","EO","15","[c]","26470","26670"
"Leaver Dept.","2022","Security","Unknown","G6/G7","15","[c]","56180","54700"
"Leaver Dept.","2022","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","SEO/HEO","35","[c]","35460","34090"
"Leaver Dept.","2022","Unknown","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SEO/HEO","15","[c]","40320","38700"
"Leaver Dept.","2022","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","G6/G7","10","[c]","61320","61750"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","SEO/HEO","20","[c]","42270","41970"
"Leaver Dept.","2022","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","G6/G7","10","[c]","63730","63430"
"Leaver Dept.","2022","Unknown","Economics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","15","[c]","59320","57460"
"Leaver Dept.","2022","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SEO/HEO","25","[c]","38380","38350"
"Leaver Dept.","2022","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","EO","10","[c]","27340","27380"
"Leaver Dept.","2022","Unknown","Human Resources","G6/G7","15","[c]","61880","58460"
"Leaver Dept.","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
