"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Knowledge and Information Management","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Female","Heterosexual / straight","60","[c]","57050","54230"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Female","Heterosexual / straight","45","[c]","36170","37090"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Male","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Female","Heterosexual / straight","35","[c]","58560","56660"
"Leaver Dept.","2022","Legal","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Female","Heterosexual / straight","40","[c]","62590","54760"
"Leaver Dept.","2022","Medicine","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Female","Heterosexual / straight","85","[c]","104460","102760"
"Leaver Dept.","2022","Medicine","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Female","Unknown","40","[c]","125390","117950"
"Leaver Dept.","2022","Medicine","SCS level","Male","Heterosexual / straight","50","[c]","111470","109380"
"Leaver Dept.","2022","Medicine","SCS level","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Male","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Male","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Female","Heterosexual / straight","50","[c]","37940","39810"
"Leaver Dept.","2022","Medicine","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Female","Heterosexual / straight","910","[c]","21370","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Female","LGBO","55","[c]","20960","21010"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Female","Undeclared","95","[c]","21210","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Female","Unknown","240","[c]","21410","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Male","Heterosexual / straight","530","[c]","21460","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Male","LGBO","50","[c]","21220","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Male","Undeclared","65","[c]","21390","21260"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Male","Unknown","145","[c]","21140","21130"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Female","Heterosexual / straight","1405","[c]","27010","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Female","LGBO","95","[c]","27040","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Female","Undeclared","140","[c]","27050","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Female","Unknown","255","[c]","27290","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Male","Heterosexual / straight","795","[c]","27200","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Male","LGBO","90","[c]","27390","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Male","Undeclared","75","[c]","26890","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Male","Unknown","135","[c]","27490","27570"
"Leaver Dept.","2022","Operational Delivery","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Female","Heterosexual / straight","405","[c]","56530","53600"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Female","Undeclared","75","[c]","56250","53380"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Female","Unknown","130","[c]","58700","55620"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Male","Heterosexual / straight","240","[c]","57060","54280"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Male","LGBO","30","[c]","57590","54990"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Male","Undeclared","35","[c]","57750","54350"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Male","Unknown","90","[c]","61360","58450"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Female","Heterosexual / straight","45","[c]","93290","88300"
"Leaver Dept.","2022","Operational Delivery","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Female","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Male","Heterosexual / straight","45","[c]","97170","95000"
"Leaver Dept.","2022","Operational Delivery","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Female","Heterosexual / straight","1075","[c]","35240","34290"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Female","LGBO","60","[c]","35130","33930"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Female","Undeclared","145","[c]","35190","34260"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Female","Unknown","165","[c]","35520","34540"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Male","Heterosexual / straight","460","[c]","35670","35660"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Male","LGBO","60","[c]","34520","32820"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Male","Undeclared","85","[c]","36440","36690"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Male","Unknown","100","[c]","36190","35070"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
