"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","HEO","40","[c]","31270","32130"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","SEO","40","[c]","39600","39990"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","AO","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","EO","60","[c]","27900","27570"
"Leaver Dept.","2022","Declared disabled","Unknown","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","G7","50","[c]","55800","54700"
"Leaver Dept.","2022","Declared disabled","Unknown","HEO","90","[c]","33380","33300"
"Leaver Dept.","2022","Declared disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Veterinarian","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","EO","35","[c]","26220","26670"
"Leaver Dept.","2022","Declared non-disabled","Commercial","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","G7","40","[c]","53410","53860"
"Leaver Dept.","2022","Declared non-disabled","Commercial","HEO","65","[c]","30680","30730"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","SEO","70","[c]","40530","40580"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","HEO","80","[c]","34000","33610"
"Leaver Dept.","2022","Declared non-disabled","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Communications","SEO","45","[c]","40800","40800"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","EO","40","[c]","27930","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","EO","60","[c]","27770","27570"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","G7","85","[c]","54830","53830"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","HEO","100","[c]","33140","32650"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","SEO","140","[c]","40250","40020"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","HEO","45","[c]","32820","33640"
"Leaver Dept.","2022","Declared non-disabled","Economics","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","EO","50","[c]","25310","25000"
"Leaver Dept.","2022","Declared non-disabled","Finance","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","G7","75","[c]","54260","54080"
"Leaver Dept.","2022","Declared non-disabled","Finance","HEO","70","[c]","33000","32330"
"Leaver Dept.","2022","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Finance","SEO","90","[c]","40160","40190"
"Leaver Dept.","2022","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","EO","85","[c]","27230","26880"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","G6","35","[c]","65720","65530"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","G7","60","[c]","53180","52620"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","HEO","115","[c]","31990","32330"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","SEO","60","[c]","40340","40070"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","EO","30","[c]","27140","27370"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","G7","65","[c]","53070","52610"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","HEO","40","[c]","31550","30640"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","SEO","50","[c]","39300","38200"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","G7","30","[c]","54890","52070"
"Leaver Dept.","2022","Declared non-disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicine","G6","35","[c]","85110","78980"
"Leaver Dept.","2022","Declared non-disabled","Medicine","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicine","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicine","SCS level","130","[c]","104140","101750"
"Leaver Dept.","2022","Declared non-disabled","Medicine","SEO","30","[c]","40160","40070"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","AA","115","[c]","19910","19100"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","AO","1300","[c]","21440","21260"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","EO","2170","[c]","27040","27570"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","G6","175","[c]","67660","65950"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","G7","485","[c]","53250","52610"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","HEO","850","[c]","31700","31990"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","SCS level","75","[c]","96920","92720"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","SEO","665","[c]","39670","40070"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","AO","115","[c]","21650","21260"
"Leaver Dept.","2022","Declared non-disabled","Other","EO","260","[c]","26950","27570"
"Leaver Dept.","2022","Declared non-disabled","Other","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","G7","40","[c]","52270","52070"
"Leaver Dept.","2022","Declared non-disabled","Other","HEO","75","[c]","32070","31990"
"Leaver Dept.","2022","Declared non-disabled","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","SEO","50","[c]","38720","38880"
"Leaver Dept.","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Policy","AA","[c]","[c]","[c]","[c]"
