"Status","Year","Disability","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Project Delivery","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","National Savings and Investments","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Submarine Delivery Agency","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Wilton Park","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Project Delivery","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Companies House","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Ministry of Defence (excl. agencies)","Property","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Property","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
