"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Medicine","G6/G7","60","[c]","71210","67510"
"Leaver Dept.","2022","Declared non-disabled","Medicine","SCS level","130","[c]","104140","101750"
"Leaver Dept.","2022","Declared non-disabled","Medicine","SEO/HEO","55","[c]","37430","39420"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","AA/AO","1415","[c]","21320","21260"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","EO","2170","[c]","27040","27570"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","G6/G7","660","[c]","57030","54230"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","SCS level","75","[c]","96920","92720"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","SEO/HEO","1515","[c]","35280","34290"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","AA/AO","120","[c]","21550","21260"
"Leaver Dept.","2022","Declared non-disabled","Other","EO","260","[c]","26950","27570"
"Leaver Dept.","2022","Declared non-disabled","Other","G6/G7","55","[c]","56850","55380"
"Leaver Dept.","2022","Declared non-disabled","Other","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Other","SEO/HEO","125","[c]","34560","34870"
"Leaver Dept.","2022","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Policy","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Policy","EO","125","[c]","27420","27850"
"Leaver Dept.","2022","Declared non-disabled","Policy","G6/G7","450","[c]","57660","55690"
"Leaver Dept.","2022","Declared non-disabled","Policy","SCS level","80","[c]","85950","77980"
"Leaver Dept.","2022","Declared non-disabled","Policy","SEO/HEO","645","[c]","36910","35990"
"Leaver Dept.","2022","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","EO","55","[c]","26340","26350"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","G6/G7","85","[c]","58860","57460"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","SEO/HEO","195","[c]","36530","36800"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","AA/AO","115","[c]","21380","20400"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","EO","220","[c]","25080","25010"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","G6/G7","260","[c]","56590","52610"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","SEO/HEO","750","[c]","35350","35400"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Research","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Research","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Statistics","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Statistics","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Statistics","SEO/HEO","45","[c]","39260","39850"
"Leaver Dept.","2022","Declared non-disabled","Tax","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","AA/AO","350","[c]","22350","21260"
"Leaver Dept.","2022","Declared non-disabled","Unknown","EO","340","[c]","27750","27500"
"Leaver Dept.","2022","Declared non-disabled","Unknown","G6/G7","520","[c]","58110","54760"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SCS level","105","[c]","86580","76950"
"Leaver Dept.","2022","Declared non-disabled","Unknown","SEO/HEO","760","[c]","36190","34710"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Geography","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Delivery","AA/AO","90","[c]","21510","21260"
"Leaver Dept.","2022","Undeclared","Operational Delivery","EO","125","[c]","27250","27570"
"Leaver Dept.","2022","Undeclared","Operational Delivery","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Delivery","SEO/HEO","100","[c]","35750","34260"
"Leaver Dept.","2022","Undeclared","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","SEO/HEO","60","[c]","37950","37460"
"Leaver Dept.","2022","Undeclared","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","60","[c]","37350","37470"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Commercial","SEO/HEO","140","[c]","37540","38240"
"Leaver Dept.","2022","Unknown","Communications","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","G6/G7","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Communications","SEO/HEO","50","[c]","37850","37190"
"Leaver Dept.","2022","Unknown","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","G6/G7","50","[c]","57460","54620"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","SEO/HEO","160","[c]","37700","37200"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","SEO/HEO","120","[c]","36980","37690"
"Leaver Dept.","2022","Unknown","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","EO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Human Resources","SEO/HEO","50","[c]","33770","32540"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","G6/G7","35","[c]","55670","52610"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","SEO/HEO","20","[c]","[c]","[c]"
